Ligand,Conformer,E_vdw,Area,Volume,Sigma_moment(1),Sigma_moment(2),Sigma_moment(3),Sigma_moment(4),Sigma_moment(5),Sigma_moment(6),H_bond(accept),H_bond(donor)
107_cs,CONF_0206,-17.8465,469.3962,721.9875,-100.0,81.9,-38.4,32.2,-21.0,18.5,0.0,0.0577
107_cs,CONF_0224,-17.5181,461.2199,712.2702,-100.0,79.8,-36.6,30.4,-19.1,16.5,0.0,0.0294
107_cs,CONF_0378,-17.6689,464.8807,718.92,-100.0,80.6,-37.3,30.8,-19.5,16.6,0.0,0.0267
107_cs,CONF_0394,-17.6103,463.4422,712.3084,-100.0,82.6,-39.7,33.6,-22.6,20.1,0.0,0.0482
108_cs,CONF_0003,-18.0121,474.0554,718.2748,-100.0,84.5,-41.7,36.4,-26.0,24.4,0.0,0.1207
108_cs,CONF_0004,-17.7693,467.4414,718.6109,-100.0,83.1,-40.2,34.0,-23.0,20.5,0.0,0.0654
108_cs,CONF_0007,-17.8495,469.9286,714.6601,-100.0,82.1,-38.6,32.5,-21.2,18.7,0.0,0.0588
108_cs,CONF_0009,-17.7535,467.6308,713.5158,-100.0,84.1,-41.4,36.4,-26.2,24.8,0.0,0.1406
108_cs,CONF_0010,-17.712,466.6118,717.42,-100.0,82.5,-40.4,35.3,-25.5,24.6,0.0,0.1755
108_cs,CONF_0015,-17.6575,465.144,717.5584,-100.0,82.8,-39.9,34.3,-23.6,21.6,0.0,0.0974
108_cs,CONF_0020,-17.6501,464.9549,717.5936,-100.0,82.9,-40.0,34.5,-23.7,21.8,0.0,0.1005
108_cs,CONF_0024,-17.8202,469.1937,723.118,-100.0,81.7,-38.6,32.8,-21.7,19.2,0.0,0.0381
108_cs,CONF_0026,-17.6916,465.9275,718.7121,-100.0,81.0,-38.0,32.0,-21.1,18.8,0.0,0.0721
108_cs,CONF_0027,-17.8834,470.8605,715.8863,-100.0,84.9,-41.2,35.4,-24.4,22.0,0.0,0.0727
108_cs,CONF_0030,-17.4779,459.9043,710.9699,-100.0,83.5,-41.4,36.3,-26.0,24.7,0.0,0.163
108_cs,CONF_0032,-17.6248,463.5588,720.9275,-100.0,81.1,-38.3,31.9,-20.7,17.9,0.0,0.0322
108_cs,CONF_0033,-17.7189,466.7396,717.7366,-100.0,82.4,-40.4,35.3,-25.6,24.7,0.0,0.1781
108_cs,CONF_0034,-17.8975,471.2387,716.2237,-100.0,84.8,-41.1,35.3,-24.3,21.9,0.0,0.0738
108_cs,CONF_0035,-17.4897,460.1968,714.3644,-100.0,81.9,-40.1,34.8,-25.2,24.7,0.0,0.221
108_cs,CONF_0044,-17.7451,467.1501,717.8833,-100.0,83.9,-40.7,35.5,-25.0,23.5,0.0,0.1365
108_cs,CONF_0045,-17.6637,465.4004,716.8701,-100.0,81.8,-38.3,32.3,-21.2,18.8,0.0,0.0634
108_cs,CONF_0052,-17.6046,462.9932,714.8635,-100.0,81.4,-38.4,31.9,-20.6,17.7,0.0,0.0297
108_cs,CONF_0054,-17.681,465.4026,720.2257,-100.0,80.5,-37.3,30.7,-19.4,16.6,0.0,0.0197
108_cs,CONF_0055,-17.8626,469.8145,722.7208,-100.0,81.8,-38.4,32.1,-20.9,18.4,0.0,0.056
108_cs,CONF_0058,-17.5139,461.3425,711.9115,-100.0,82.4,-39.3,33.8,-22.8,20.7,0.0,0.076
108_cs,CONF_0060,-17.6111,463.4661,712.1097,-100.0,82.7,-39.7,33.6,-22.6,20.1,0.0,0.0505
108_cs,CONF_0063,-17.7068,466.4048,717.0767,-100.0,82.3,-40.5,35.5,-25.6,24.7,0.0,0.1697
108_cs,CONF_0066,-17.7458,466.9867,716.6582,-100.0,83.5,-41.7,36.9,-27.3,26.8,0.0,0.2049
108_cs,CONF_0067,-17.4236,458.6113,712.7089,-100.0,80.8,-37.7,31.7,-20.5,18.1,0.0,0.0591
108_cs,CONF_0068,-17.6616,465.3478,716.9693,-100.0,81.8,-38.3,32.3,-21.2,18.8,0.0,0.0635
108_cs,CONF_0075,-17.553,462.244,716.5705,-100.0,80.9,-38.2,32.0,-21.1,18.6,0.0,0.0665
108_cs,CONF_0096,-17.686,465.789,718.8148,-100.0,81.5,-38.1,32.4,-21.4,19.2,0.0,0.0685
108_cs,CONF_0100,-17.6926,465.6524,722.8164,-100.0,81.2,-37.9,31.8,-20.8,18.4,0.0,0.0666
108_cs,CONF_0103,-17.5698,462.6592,711.3644,-100.0,81.8,-39.0,33.3,-22.4,20.2,0.0,0.0569
108_cs,CONF_0113,-17.3781,456.9995,706.9591,-100.0,83.7,-42.0,37.2,-27.6,26.9,0.0,0.2146
108_cs,CONF_0145,-17.5221,461.5302,712.1576,-100.0,82.3,-39.3,33.7,-22.8,20.6,0.0,0.0747
108_cs,CONF_0146,-17.5858,462.8142,715.2741,-100.0,80.8,-37.2,30.8,-19.4,16.5,0.0,0.0267
108_cs,CONF_0168,-17.611,463.8412,709.7602,-100.0,82.0,-38.5,32.5,-21.2,18.6,0.0,0.0305
108_cs,CONF_0171,-17.7059,466.0553,712.1164,-100.0,82.5,-39.0,33.2,-22.0,19.5,0.0,0.0398
108_cs,CONF_0197,-17.5046,460.9999,710.5979,-100.0,79.5,-35.8,29.5,-18.1,15.3,0.0,0.0145
108_cs,CONF_0207,-17.8572,469.6842,722.2861,-100.0,81.8,-38.4,32.1,-20.9,18.4,0.0,0.0564
108_cs,CONF_0225,-17.513,461.1007,712.3017,-100.0,79.7,-36.6,30.4,-19.2,16.6,0.0,0.031
108_cs,CONF_0383,-17.6787,465.137,719.2136,-100.0,80.6,-37.4,30.9,-19.6,16.8,0.0,0.0271
108_cs,CONF_0398,-17.6139,463.5359,712.003,-100.0,82.7,-39.7,33.6,-22.6,20.1,0.0,0.051
109_cs,CONF_0003,-21.5746,561.8142,886.2477,-100.0,119.0,-53.8,52.5,-35.5,33.6,0.0,0.1585
109_cs,CONF_0007,-21.5254,560.4627,886.8486,-100.0,118.0,-55.8,55.7,-40.8,42.0,0.0,0.3539
109_cs,CONF_0013,-21.4307,557.8588,882.597,-100.0,119.0,-56.1,55.9,-40.6,41.1,0.0,0.3214
109_cs,CONF_0019,-21.3876,556.8803,878.2177,-100.0,119.0,-54.9,54.4,-38.3,38.5,0.0,0.2845
109_cs,CONF_0022,-21.6636,563.7943,888.2645,-100.0,119.0,-56.1,54.8,-39.5,38.8,0.0,0.2463
109_cs,CONF_0061,-20.9887,547.6954,877.7178,-100.0,117.0,-50.8,52.3,-34.5,34.9,0.0,0.206
109_cs,CONF_0073,-21.7344,565.9559,894.5159,-100.0,118.0,-51.9,51.0,-33.8,32.8,0.0,0.2004
109_cs,CONF_0075,-21.1186,550.9236,879.5476,-100.0,119.0,-51.2,53.4,-35.1,35.9,0.0,0.2189
109_cs,CONF_0089,-21.4754,559.1624,883.8698,-100.0,118.0,-54.7,54.2,-37.9,37.6,0.0,0.2418
109_cs,CONF_0239,-20.9019,545.2614,869.7818,-100.0,120.0,-51.5,53.4,-35.0,35.2,0.0,0.1864
109_cs,CONF_0505,-21.3874,556.8786,878.1475,-100.0,119.0,-54.8,54.4,-38.2,38.4,0.0,0.2825
110_cs,CONF_0003,-21.4706,558.991,883.8146,-100.0,120.0,-55.8,55.2,-39.1,38.1,0.0,0.2256
110_cs,CONF_0007,-21.5436,560.9098,887.1334,-100.0,118.0,-55.9,55.7,-40.8,41.9,0.0,0.3502
110_cs,CONF_0009,-21.489,559.4334,883.5411,-100.0,120.0,-55.8,55.5,-39.4,38.7,0.0,0.2358
110_cs,CONF_0015,-21.4481,558.3369,883.0554,-100.0,119.0,-55.9,55.6,-40.3,40.8,0.0,0.311
110_cs,CONF_0021,-21.4741,559.1436,882.0901,-100.0,119.0,-55.0,54.6,-38.5,38.8,0.0,0.2979
110_cs,CONF_0024,-21.6773,564.1532,888.6269,-100.0,119.0,-55.8,54.4,-39.0,38.2,0.0,0.2461
110_cs,CONF_0062,-20.9794,547.4544,877.5085,-100.0,117.0,-50.9,52.5,-34.7,35.3,0.0,0.211
110_cs,CONF_0076,-21.7453,566.2288,895.3536,-100.0,118.0,-52.0,51.2,-34.0,33.0,0.0,0.1977
110_cs,CONF_0078,-21.1185,550.9184,879.5005,-100.0,119.0,-51.0,53.2,-34.8,35.6,0.0,0.2163
110_cs,CONF_0095,-21.5816,561.9138,887.39,-100.0,118.0,-54.9,53.9,-37.9,37.3,0.0,0.2303
110_cs,CONF_0210,-21.0046,547.9477,873.0568,-100.0,119.0,-51.6,53.3,-35.1,35.5,0.0,0.1994
110_cs,CONF_0578,-21.3884,556.8539,879.148,-100.0,119.0,-55.7,55.5,-40.0,40.8,0.0,0.3079
111_cs,CONF_0004,-17.5495,464.485,708.8393,-100.0,103.0,-24.5,77.3,40.7,150.0,1.9606,0.0928
111_cs,CONF_0007,-17.3926,459.9122,702.4874,-100.0,103.0,-27.1,75.8,31.6,141.0,1.7801,0.1954
111_cs,CONF_0008,-17.5475,464.4292,708.6481,-100.0,103.0,-24.6,77.3,40.4,150.0,1.9597,0.0887
111_cs,CONF_0016,-17.3358,459.0301,702.6926,-100.0,103.0,-27.3,76.3,33.8,143.0,1.7865,0.0728
111_cs,CONF_0026,-17.5549,464.2228,709.7929,-100.0,100.0,-24.3,71.7,37.7,138.0,1.7356,0.0305
111_cs,CONF_0030,-17.251,454.0299,700.6866,-100.0,90.1,-45.7,43.0,-32.0,33.1,0.0059,0.2692
111_cs,CONF_0032,-17.3865,459.7532,702.2125,-100.0,103.0,-27.3,75.5,31.0,140.0,1.7666,0.1976
111_cs,CONF_0034,-17.467,461.623,705.9895,-100.0,102.0,-22.8,79.3,48.4,166.0,2.0252,0.0595
111_cs,CONF_0036,-17.5939,463.1554,707.0429,-100.0,88.7,-45.2,41.4,-31.2,30.8,0.0,0.2229
111_cs,CONF_0047,-17.5161,460.8934,701.0153,-100.0,89.0,-44.1,41.5,-30.5,31.4,0.0005,0.2617
111_cs,CONF_0058,-17.4642,459.8124,702.0747,-100.0,89.4,-45.6,42.4,-32.4,32.8,0.0,0.2848
111_cs,CONF_0066,-17.4381,461.1246,702.2177,-100.0,105.0,-24.9,81.6,46.6,168.0,2.0587,0.0536
111_cs,CONF_0072,-17.3483,458.6827,700.9333,-100.0,101.0,-25.8,71.9,33.4,132.0,1.7167,0.0701
111_cs,CONF_0077,-17.475,461.8192,706.1915,-100.0,102.0,-23.0,78.9,47.3,164.0,2.0035,0.0609
111_cs,CONF_0079,-17.4375,460.9386,709.6017,-100.0,102.0,-24.7,76.7,40.0,152.0,1.8821,0.0958
111_cs,CONF_0084,-17.2951,454.3288,697.9968,-100.0,87.0,-45.0,41.2,-31.9,31.8,0.0,0.2471
111_cs,CONF_0087,-17.595,462.5609,711.1766,-100.0,88.6,-44.4,40.6,-30.3,30.5,0.0,0.2634
111_cs,CONF_0089,-17.5368,462.0117,704.4288,-100.0,89.6,-45.8,42.5,-32.4,32.5,0.0,0.2566
111_cs,CONF_0098,-17.3421,457.9444,700.5,-100.0,101.0,-21.9,77.1,48.7,161.0,2.0288,0.0436
111_cs,CONF_0105,-17.6661,464.8197,706.5479,-100.0,86.9,-43.5,38.3,-27.8,26.3,0.0,0.1577
111_cs,CONF_0108,-17.7155,465.5319,709.3054,-100.0,88.7,-45.4,40.8,-30.5,29.4,0.0,0.1805
111_cs,CONF_0111,-17.562,461.5372,701.6226,-100.0,91.4,-48.3,44.2,-34.5,34.0,0.0,0.2631
111_cs,CONF_0112,-17.5261,460.4232,706.7646,-100.0,87.0,-44.0,39.6,-29.4,29.1,0.0,0.2297
111_cs,CONF_0119,-17.5293,461.136,703.9077,-100.0,87.3,-44.1,38.9,-28.3,26.8,0.0,0.1554
111_cs,CONF_0120,-17.714,465.4978,709.5493,-100.0,88.7,-45.4,40.7,-30.5,29.4,0.0,0.1798
111_cs,CONF_0121,-17.6225,465.1454,706.9829,-100.0,103.0,-25.2,77.9,38.4,152.0,1.9057,0.1513
111_cs,CONF_0133,-17.4482,458.903,706.5687,-100.0,88.5,-43.9,40.1,-29.6,29.8,0.0,0.2699
111_cs,CONF_0140,-17.3799,459.7925,705.6641,-100.0,103.0,-24.6,77.3,41.0,150.0,1.9605,0.0445
111_cs,CONF_0142,-17.5282,463.5128,708.0383,-100.0,105.0,-26.3,80.1,38.2,156.0,1.9508,0.1186
111_cs,CONF_0152,-17.532,460.6671,703.6531,-100.0,85.5,-44.8,39.5,-30.5,29.6,0.0,0.2251
111_cs,CONF_0153,-17.4601,461.5687,707.307,-100.0,101.0,-23.8,72.9,37.9,140.0,1.7938,0.1059
111_cs,CONF_0159,-17.5324,463.6211,707.8069,-100.0,105.0,-26.2,80.0,38.2,155.0,1.9457,0.1158
111_cs,CONF_0162,-17.3637,458.8174,706.0203,-100.0,100.0,-22.2,75.6,45.4,153.0,1.9707,0.042
111_cs,CONF_0163,-17.402,460.2187,704.176,-100.0,103.0,-25.3,76.9,39.6,152.0,1.8759,0.0992
111_cs,CONF_0169,-17.6812,464.242,712.8182,-100.0,86.9,-43.2,39.2,-29.1,29.1,0.0,0.2528
111_cs,CONF_0172,-17.6403,464.8857,703.0919,-100.0,91.2,-46.0,43.6,-32.2,33.2,0.0,0.2551
112_cs,CONF_0004,-17.4654,462.2123,706.7804,-100.0,103.0,-24.5,78.6,42.3,155.0,1.9974,0.0931
112_cs,CONF_0007,-17.4302,460.8563,703.0944,-100.0,103.0,-26.4,77.1,34.8,147.0,1.8589,0.2004
112_cs,CONF_0016,-17.3248,458.7582,702.3459,-100.0,103.0,-27.3,76.9,35.2,148.0,1.7818,0.0778
112_cs,CONF_0026,-17.5399,463.8675,709.5423,-100.0,100.0,-24.7,70.8,35.7,134.0,1.6788,0.035
112_cs,CONF_0030,-17.3103,455.6523,702.0906,-100.0,89.9,-45.2,42.5,-31.3,32.3,0.0051,0.2653
112_cs,CONF_0032,-17.4275,460.8434,703.2077,-100.0,103.0,-26.5,76.9,34.2,146.0,1.8477,0.1975
112_cs,CONF_0034,-17.4693,461.7095,706.2393,-100.0,102.0,-23.3,77.9,45.1,158.0,1.9749,0.0584
112_cs,CONF_0036,-17.598,463.2587,707.1041,-100.0,88.7,-45.2,41.3,-31.1,30.7,0.0,0.2162
112_cs,CONF_0047,-17.5192,460.9752,701.1023,-100.0,89.1,-44.1,41.5,-30.6,31.4,0.0004,0.2598
112_cs,CONF_0051,-17.3507,459.5639,696.3824,-100.0,105.0,-25.5,81.7,41.2,165.0,1.982,0.2003
112_cs,CONF_0058,-17.4611,459.7353,702.143,-100.0,89.4,-45.6,42.3,-32.3,32.6,0.0,0.2791
112_cs,CONF_0066,-17.4424,461.189,702.324,-100.0,105.0,-24.9,81.8,46.0,166.0,2.0888,0.053
112_cs,CONF_0073,-17.3909,459.8675,702.2212,-100.0,101.0,-25.3,71.2,34.2,131.0,1.7279,0.0624
112_cs,CONF_0077,-17.4637,461.5729,706.1637,-100.0,102.0,-23.3,77.9,45.1,158.0,1.974,0.0623
112_cs,CONF_0084,-17.307,454.5783,698.1031,-100.0,87.0,-45.0,41.2,-31.8,31.7,0.0,0.2438
112_cs,CONF_0087,-17.6086,462.8877,711.3189,-100.0,88.7,-44.4,40.7,-30.4,30.6,0.0,0.2646
112_cs,CONF_0089,-17.544,462.2054,704.8263,-100.0,89.4,-45.7,42.3,-32.2,32.3,0.0,0.2517
112_cs,CONF_0098,-17.3876,459.1364,701.5582,-100.0,101.0,-22.4,75.5,44.4,150.0,1.9916,0.0438
112_cs,CONF_0105,-17.5409,461.4303,704.352,-100.0,87.2,-43.9,38.8,-28.2,26.7,0.0,0.1547
112_cs,CONF_0108,-17.7355,466.0674,710.1124,-100.0,88.7,-45.4,40.8,-30.5,29.4,0.0,0.1768
112_cs,CONF_0111,-17.5691,461.6946,701.512,-100.0,91.3,-48.1,43.9,-34.1,33.4,0.0,0.2439
112_cs,CONF_0112,-17.5337,460.5634,706.8646,-100.0,87.1,-43.9,39.7,-29.6,29.5,0.0,0.2454
112_cs,CONF_0119,-17.5358,461.2817,704.4177,-100.0,87.2,-44.0,38.8,-28.3,26.7,0.0,0.1561
112_cs,CONF_0120,-17.6885,465.1907,707.0548,-100.0,87.6,-44.7,40.9,-31.5,31.8,0.0,0.2987
112_cs,CONF_0121,-17.6052,464.6129,706.2621,-100.0,103.0,-24.5,79.9,43.3,164.0,1.9818,0.1598
112_cs,CONF_0138,-17.4437,458.8096,706.5764,-100.0,88.7,-44.2,40.6,-30.3,30.8,0.0,0.2939
112_cs,CONF_0140,-17.3837,459.8374,705.8298,-100.0,103.0,-24.2,78.1,43.2,155.0,2.0082,0.0451
112_cs,CONF_0141,-17.5283,463.4957,707.8289,-100.0,105.0,-26.6,79.6,37.4,155.0,1.9044,0.1215
112_cs,CONF_0152,-17.4645,458.8732,700.9446,-100.0,85.6,-44.8,39.7,-30.6,29.8,0.0,0.226
112_cs,CONF_0153,-17.4604,461.5997,707.4136,-100.0,101.0,-23.7,72.8,37.4,137.0,1.8174,0.102
112_cs,CONF_0159,-17.5362,463.6784,707.9441,-100.0,105.0,-26.3,79.8,38.5,157.0,1.9184,0.1171
112_cs,CONF_0160,-17.4007,460.1977,704.2529,-100.0,102.0,-25.7,75.8,37.1,147.0,1.8199,0.0998
112_cs,CONF_0163,-17.3582,458.6855,705.8087,-100.0,100.0,-22.8,74.3,41.6,145.0,1.9212,0.0436
112_cs,CONF_0170,-17.6799,464.212,712.7251,-100.0,87.0,-43.2,39.3,-29.3,29.4,0.0,0.2598
112_cs,CONF_0173,-17.6459,465.0259,703.2614,-100.0,91.2,-45.9,43.5,-32.1,33.1,0.0,0.2541
112_cs,CONF_0176,-17.5716,464.6795,713.0485,-100.0,102.0,-23.5,74.4,40.0,142.0,1.8821,0.0534
113_cs,CONF_0001,-20.3491,529.6032,819.9657,-100.0,121.0,-54.8,55.7,-37.6,37.7,0.0,0.2085
113_cs,CONF_0002,-20.4992,533.4305,824.7588,-100.0,121.0,-55.0,55.3,-37.5,37.4,0.0,0.2051
113_cs,CONF_0003,-20.6944,538.5076,837.0333,-100.0,119.0,-54.5,53.3,-35.9,34.4,0.0,0.1392
113_cs,CONF_0004,-20.6968,538.5886,837.1449,-100.0,120.0,-54.6,53.4,-36.0,34.5,0.0,0.1407
113_cs,CONF_0005,-20.5672,535.8129,832.3124,-100.0,122.0,-51.9,51.9,-31.9,30.4,0.0,0.112
113_cs,CONF_0006,-21.0415,547.4883,840.0969,-100.0,123.0,-55.8,58.2,-43.5,50.7,0.0,0.4761
113_cs,CONF_0008,-20.7079,539.179,827.1775,-100.0,120.0,-53.2,52.1,-32.9,30.8,0.0001,0.0687
113_cs,CONF_0009,-20.4155,530.8618,820.9761,-100.0,121.0,-55.8,56.8,-39.0,39.3,0.0,0.2454
113_cs,CONF_0010,-20.7107,539.2498,827.0996,-100.0,120.0,-53.3,52.1,-32.9,30.8,0.0001,0.0684
113_cs,CONF_0011,-20.8141,542.629,833.0354,-100.0,120.0,-52.9,53.0,-34.2,33.2,0.0,0.1223
113_cs,CONF_0012,-21.2654,553.2964,837.4674,-100.0,120.0,-53.3,51.1,-32.6,29.9,0.0,0.0592
113_cs,CONF_0013,-20.6689,538.0291,834.4667,-100.0,118.0,-53.4,50.9,-33.3,30.7,0.0,0.0931
113_cs,CONF_0014,-20.7577,539.7934,828.8984,-100.0,125.0,-61.3,67.4,-63.4,95.5,0.0,0.5559
113_cs,CONF_0015,-20.8681,544.2158,835.1445,-100.0,120.0,-52.2,52.2,-33.1,31.9,0.0,0.1056
113_cs,CONF_0016,-20.5693,534.9043,819.9472,-100.0,121.0,-53.6,54.6,-35.8,36.0,0.0,0.1162
113_cs,CONF_0017,-20.7533,540.1076,826.3444,-100.0,122.0,-54.9,55.1,-36.5,35.5,0.0,0.1352
113_cs,CONF_0019,-20.9223,544.9186,828.5541,-100.0,122.0,-54.1,54.2,-35.2,34.0,0.0,0.1142
113_cs,CONF_0021,-20.7426,540.4408,824.9,-100.0,123.0,-56.1,58.0,-40.7,42.0,0.0,0.339
114_cs,CONF_0001,-20.3554,529.7488,820.3584,-100.0,121.0,-55.0,55.8,-37.9,38.1,0.0,0.2244
114_cs,CONF_0002,-20.4957,533.3069,824.7087,-100.0,121.0,-55.2,55.6,-37.9,37.8,0.0,0.2146
114_cs,CONF_0003,-20.6196,536.5853,834.4714,-100.0,120.0,-54.6,53.5,-36.1,34.7,0.0,0.14
114_cs,CONF_0004,-20.6872,538.3119,836.276,-100.0,120.0,-54.6,53.5,-36.1,34.6,0.0,0.1387
114_cs,CONF_0005,-20.5126,534.4643,830.5603,-100.0,122.0,-51.6,51.9,-31.6,30.4,0.0,0.1069
114_cs,CONF_0006,-21.0677,548.1439,840.506,-100.0,123.0,-55.6,58.1,-43.2,49.9,0.0,0.4837
114_cs,CONF_0008,-20.7048,539.1132,827.0416,-100.0,120.0,-53.2,52.1,-32.8,30.8,0.0,0.0686
114_cs,CONF_0009,-20.5231,533.7123,823.7693,-100.0,123.0,-57.9,62.4,-51.7,68.3,0.0,0.4828
114_cs,CONF_0010,-20.7961,541.5202,829.7014,-100.0,120.0,-53.0,51.8,-32.6,30.5,0.0,0.0673
114_cs,CONF_0011,-20.4428,531.6432,821.9188,-100.0,122.0,-58.0,62.4,-51.9,68.4,0.0,0.4937
114_cs,CONF_0012,-20.8528,543.7263,834.662,-100.0,120.0,-52.5,52.5,-33.5,32.2,0.0,0.1062
114_cs,CONF_0013,-21.2392,552.5699,836.6468,-100.0,120.0,-53.5,51.3,-32.8,30.1,0.0,0.0577
114_cs,CONF_0014,-20.6641,537.938,834.4716,-100.0,118.0,-53.2,50.8,-33.1,30.5,0.0,0.0906
114_cs,CONF_0015,-20.8084,541.0904,829.7129,-100.0,125.0,-61.2,66.7,-61.1,88.9,0.0,0.5351
114_cs,CONF_0016,-21.2785,554.1904,837.2984,-100.0,120.0,-51.1,50.7,-31.3,29.6,0.0,0.066
114_cs,CONF_0017,-20.5649,534.8065,819.7111,-100.0,121.0,-53.7,54.7,-35.9,36.1,0.0,0.1193
114_cs,CONF_0018,-20.6829,538.4845,823.8962,-100.0,123.0,-54.6,55.5,-36.5,36.0,0.0,0.1547
114_cs,CONF_0020,-20.8641,543.3722,827.9027,-100.0,122.0,-54.2,54.5,-35.5,34.3,0.0,0.1209
114_cs,CONF_0021,-20.7229,539.5627,827.1508,-100.0,120.0,-53.2,52.1,-32.9,30.9,0.0,0.0697
114_cs,CONF_0023,-21.1544,550.6383,840.3366,-100.0,121.0,-52.8,52.4,-33.4,31.8,0.0,0.0785
115_cs,CONF_0003,-17.9958,473.5929,717.7097,-100.0,84.5,-41.5,36.2,-25.7,24.0,0.0,0.1136
115_cs,CONF_0004,-17.7646,467.2589,718.0261,-100.0,83.0,-40.0,33.9,-22.9,20.4,0.0,0.0716
115_cs,CONF_0007,-17.843,469.7465,714.407,-100.0,82.2,-38.4,32.2,-20.8,18.3,0.0,0.0467
115_cs,CONF_0009,-17.7449,467.3753,713.1759,-100.0,84.1,-41.2,36.2,-25.8,24.2,0.0,0.1228
115_cs,CONF_0010,-17.6364,464.4919,714.606,-100.0,82.4,-40.3,35.2,-25.5,24.6,0.0,0.1781
115_cs,CONF_0014,-17.6139,463.9925,717.0849,-100.0,83.0,-40.1,34.6,-23.9,22.0,0.0,0.1073
115_cs,CONF_0020,-17.5813,463.1039,715.7779,-100.0,83.0,-40.0,34.6,-23.9,22.1,0.0,0.1071
115_cs,CONF_0026,-17.8275,469.353,723.4367,-100.0,81.7,-38.7,32.8,-21.8,19.3,0.0,0.0282
115_cs,CONF_0027,-17.7596,467.6667,719.9932,-100.0,80.9,-37.8,31.8,-20.9,18.7,0.0,0.0772
115_cs,CONF_0028,-17.7096,466.3097,710.7407,-100.0,85.6,-42.8,37.9,-27.7,26.4,0.0,0.1488
115_cs,CONF_0031,-17.6535,464.9328,714.9197,-100.0,82.4,-40.3,35.2,-25.4,24.5,0.0,0.1761
115_cs,CONF_0032,-17.4948,460.2484,714.6596,-100.0,81.9,-40.2,35.1,-25.6,25.4,0.0,0.2355
115_cs,CONF_0035,-17.5351,461.1927,716.8694,-100.0,81.0,-38.1,31.7,-20.3,17.5,0.0,0.0213
115_cs,CONF_0039,-17.8847,470.8861,715.5293,-100.0,85.0,-41.2,35.6,-24.5,22.2,0.0,0.0708
115_cs,CONF_0043,-17.7341,466.7787,717.2941,-100.0,84.0,-41.0,35.9,-25.5,24.3,0.0,0.1544
115_cs,CONF_0046,-17.6699,465.5167,716.9672,-100.0,82.0,-38.4,32.5,-21.5,19.2,0.0,0.0719
115_cs,CONF_0049,-17.6604,464.8092,719.3904,-100.0,80.6,-37.3,30.7,-19.4,16.5,0.0,0.02
115_cs,CONF_0052,-17.6016,462.8873,714.7658,-100.0,81.3,-38.1,31.6,-20.2,17.2,0.0,0.0199
115_cs,CONF_0058,-17.8697,469.9421,723.0013,-100.0,81.8,-38.4,32.2,-21.0,18.5,0.0,0.0605
115_cs,CONF_0059,-17.7315,466.7194,717.3567,-100.0,84.1,-41.0,35.9,-25.5,24.2,0.0,0.1521
115_cs,CONF_0060,-17.7601,467.7037,720.2322,-100.0,80.8,-37.8,31.7,-20.9,18.6,0.0,0.0766
115_cs,CONF_0061,-17.5898,462.8352,711.2785,-100.0,82.9,-39.8,33.7,-22.6,20.0,0.0,0.0403
115_cs,CONF_0062,-17.5012,460.9647,711.356,-100.0,82.5,-39.4,34.0,-23.0,20.9,0.0,0.0779
115_cs,CONF_0069,-17.7641,467.4055,717.4337,-100.0,83.6,-41.8,37.0,-27.5,27.0,0.0,0.2094
115_cs,CONF_0070,-17.669,465.4871,716.78,-100.0,81.9,-38.4,32.4,-21.4,19.1,0.0,0.0691
115_cs,CONF_0072,-17.4074,458.1704,712.6167,-100.0,81.1,-38.2,32.4,-21.3,19.1,0.0,0.0653
115_cs,CONF_0081,-17.56,462.3887,716.648,-100.0,80.8,-38.1,31.8,-20.7,18.1,0.0,0.0418
115_cs,CONF_0103,-17.6597,464.8177,721.6385,-100.0,81.4,-38.0,32.2,-21.1,18.8,0.0,0.0687
115_cs,CONF_0105,-17.7101,466.3465,714.4845,-100.0,81.2,-37.7,31.6,-20.2,17.5,0.0,0.0226
115_cs,CONF_0107,-17.7069,466.2232,719.3388,-100.0,81.4,-38.1,32.5,-21.6,19.5,0.0,0.0763
115_cs,CONF_0118,-17.2608,453.8258,701.9374,-100.0,84.0,-42.6,37.9,-28.3,27.6,0.0,0.1992
115_cs,CONF_0119,-17.7095,466.2879,719.3915,-100.0,81.4,-38.1,32.5,-21.6,19.5,0.0,0.0776
115_cs,CONF_0143,-17.838,469.6344,723.4809,-100.0,81.7,-38.7,32.9,-21.8,19.4,0.0,0.0308
115_cs,CONF_0150,-17.496,460.8193,711.23,-100.0,82.5,-39.5,34.0,-23.0,20.9,0.0,0.0771
115_cs,CONF_0151,-17.6482,464.3365,717.1794,-100.0,80.8,-37.5,31.2,-19.9,17.2,0.0,0.0336
115_cs,CONF_0174,-17.5135,461.2814,706.6748,-100.0,82.5,-38.8,32.8,-21.5,18.8,0.0,0.0358
115_cs,CONF_0176,-17.6887,465.5974,711.5172,-100.0,82.8,-39.3,33.6,-22.4,20.1,0.0,0.052
115_cs,CONF_0200,-17.4788,460.2905,709.9296,-100.0,79.4,-35.7,29.3,-18.0,15.1,0.0,0.0081
115_cs,CONF_0206,-17.8724,469.9952,722.6835,-100.0,81.8,-38.4,32.1,-21.0,18.5,0.0,0.0619
115_cs,CONF_0233,-17.5692,462.1184,714.7579,-100.0,82.3,-40.3,34.9,-25.3,24.6,0.0,0.2152
116_cs,CONF_0003,-17.9844,473.3032,717.4533,-100.0,84.4,-41.4,36.1,-25.6,23.9,0.0,0.1141
