Ligand,Conformer,def2-SVP,def2-TZVP-GAS,def2-TZVP-COSMO,G(toluene),G(MeOH),G(dmf),G(water),G(MeCN),c.p.,Edisp,E6,E8
104_cs,CONF_0722,-2369.44798,-2371.320036,-2371.373986,-46.92669797,-42.67196922,-44.65538163,-28.56385445,-38.7389432,514.202,-88.9488,-39.099,-49.8498
104_cs,CONF_0755,-2369.449679,-2371.322134,-2371.376356,-46.80943827,-42.70542144,-44.69637253,-28.78924834,-38.7914345,515.05,-90.2722,-39.703,-50.5692
104_cs,CONF_0780,-2369.450932,-2371.323399,-2371.377751,-47.29936015,-42.9588752,-44.93520223,-28.72609319,-38.97322722,514.809,-89.5378,-39.36,-50.1778
104_cs,CONF_0812,-2369.451132,-2371.324032,-2371.378652,-47.41194193,-43.19913835,-45.30708531,-28.78296668,-39.15574449,513.768,-87.1171,-38.4141,-48.703
104_cs,CONF_0828,-2369.449208,-2371.322015,-2371.376596,-47.04196211,-42.90056299,-44.8981093,-28.92242199,-38.95080408,514.354,-88.2355,-39.059,-49.1765
104_cs,CONF_0858,-2369.450104,-2371.323265,-2371.377905,-47.33661036,-43.04125545,-45.09874809,-28.7358037,-39.03804601,514.303,-86.9209,-38.3641,-48.5568
104_cs,CONF_0967,-2369.448896,-2371.321933,-2371.377045,-47.70949475,-43.43688877,-45.52628252,-29.07221917,-39.46812415,514.641,-88.7237,-39.1806,-49.543
104_cs,CONF_1032,-2369.449057,-2371.321985,-2371.376904,-47.25067208,-43.05650568,-45.09796474,-28.9646231,-39.10021179,514.915,-87.7365,-38.7555,-48.9809
104_cs,CONF_1043,-2369.450897,-2371.32392,-2371.378878,-47.42683627,-43.36066128,-45.54677278,-29.05823762,-39.41052463,514.745,-87.9662,-38.714,-49.2522
104_cs,CONF_1200,-2369.449899,-2371.322876,-2371.377789,-47.90486005,-43.48103513,-45.58084969,-28.81343489,-39.37587048,513.895,-86.3102,-38.0848,-48.2254
104_cs,CONF_1230,-2369.449235,-2371.321519,-2371.375629,-46.85747918,-42.57599277,-44.47514747,-28.6886276,-38.6449417,514.741,-89.7596,-39.5893,-50.1704
105_cs,CONF_0001,-3551.134304,-3554.342408,-3554.403883,-54.68275102,-50.53549268,-54.14705159,-33.82574197,-48.65252122,418.606,-100.6526,-46.2713,-54.3813
105_cs,CONF_0004,-3551.137921,-3554.346602,-3554.407509,-54.93355693,-50.55142801,-54.19814736,-33.3508742,-48.62845304,418.497,-97.7923,-44.7185,-53.0738
105_cs,CONF_0005,-3551.138628,-3554.347305,-3554.408388,-54.65778078,-50.54136535,-54.23994134,-33.61819863,-48.69075942,418.762,-97.975,-45.1671,-52.8078
105_cs,CONF_0007,-3551.137932,-3554.346634,-3554.407534,-54.87321208,-50.50790567,-54.1632523,-33.32524721,-48.60093349,418.629,-97.8061,-44.72,-53.0861
105_cs,CONF_0010,-3551.134298,-3554.342383,-3554.403852,-54.66528011,-50.51635737,-54.12554506,-33.80865747,-48.62953861,418.606,-100.6713,-46.278,-54.3933
105_cs,CONF_0012,-3551.138522,-3554.347221,-3554.408291,-54.6629128,-50.5471839,-54.23950872,-33.63121313,-48.68606422,418.44,-97.9236,-45.149,-52.7746
105_cs,CONF_0013,-3551.138604,-3554.347268,-3554.408342,-54.6582246,-50.54307937,-54.23703613,-33.63147645,-48.68623257,418.616,-97.9671,-45.1619,-52.8052
105_cs,CONF_0014,-3551.134269,-3554.342377,-3554.403866,-54.7344416,-50.58145688,-54.19255136,-33.84964527,-48.69008059,418.61,-100.6506,-46.2749,-54.3757
106_cs,CONF_0003,-3551.134262,-3554.342371,-3554.403857,-54.67246343,-50.5322914,-54.1451048,-33.83927093,-48.65210342,418.627,-100.6368,-46.2669,-54.3699
106_cs,CONF_0004,-3551.137949,-3554.346649,-3554.407562,-54.88959536,-50.52807514,-54.18433522,-33.34366333,-48.61589857,418.691,-97.7628,-44.7019,-53.0609
106_cs,CONF_0005,-3551.138586,-3554.347302,-3554.408289,-54.53091415,-50.48325155,-54.19709699,-33.61378875,-48.63699112,418.576,-97.9332,-45.1482,-52.785
106_cs,CONF_0007,-3551.137928,-3554.346621,-3554.407523,-55.0017174,-50.56403348,-54.19444446,-33.3266136,-48.64749488,418.662,-97.8174,-44.725,-53.0923
106_cs,CONF_0010,-3551.13426,-3554.342352,-3554.403834,-54.70746546,-50.54817028,-54.15263786,-33.83937713,-48.65816931,418.567,-100.6677,-46.2803,-54.3874
106_cs,CONF_0011,-3551.138641,-3554.347362,-3554.408324,-54.51684219,-50.47094248,-54.18498852,-33.60502533,-48.63187953,418.809,-97.9258,-45.153,-52.7728
106_cs,CONF_0012,-3551.138633,-3554.347372,-3554.408411,-54.64006303,-50.53517561,-54.23391067,-33.63285077,-48.68421585,418.781,-97.9045,-45.1473,-52.7573
106_cs,CONF_0013,-3551.134276,-3554.342414,-3554.403899,-54.73089866,-50.57315299,-54.18556054,-33.850048,-48.69499304,418.608,-100.5829,-46.2583,-54.3246
107_cs,CONF_0003,-2096.797549,-2098.397196,-2098.453834,-44.26215468,-40.33244926,-42.38783746,-27.30298594,-36.92515725,416.806,-69.5546,-30.5503,-39.0043
107_cs,CONF_0004,-2096.797787,-2098.396879,-2098.453343,-44.05735884,-40.0759388,-42.0150965,-27.29947948,-36.73142883,416.971,-70.7396,-31.2237,-39.5159
107_cs,CONF_0007,-2096.798318,-2098.397341,-2098.453753,-44.05974938,-39.99286412,-41.90266548,-27.14277597,-36.57683325,417.136,-70.656,-31.1344,-39.5217
107_cs,CONF_0009,-2096.798366,-2098.397461,-2098.454096,-43.99180316,-40.15529155,-42.17467262,-27.33469681,-36.72278648,417.827,-71.1455,-31.131,-40.0145
107_cs,CONF_0010,-2096.798982,-2098.398083,-2098.454353,-43.84680978,-39.99411898,-41.94606303,-27.23896848,-36.52033096,417.057,-71.1828,-31.3908,-39.792
107_cs,CONF_0015,-2096.796206,-2098.395332,-2098.451667,-43.85668167,-39.94945211,-41.84768859,-27.28572999,-36.50332843,416.893,-71.1336,-31.2604,-39.8732
107_cs,CONF_0020,-2096.796215,-2098.395339,-2098.451678,-43.88607629,-39.97065612,-41.87286878,-27.27777398,-36.51912546,416.847,-71.139,-31.2631,-39.8759
107_cs,CONF_0024,-2096.797119,-2098.396151,-2098.4525,-44.17131528,-40.12517519,-42.00109593,-27.30474734,-36.67660323,417.054,-71.3849,-31.6293,-39.7556
107_cs,CONF_0026,-2096.797615,-2098.39665,-2098.452842,-43.97129057,-39.91461735,-41.74835129,-27.17957023,-36.45490125,417.342,-71.8722,-31.7539,-40.1184
107_cs,CONF_0027,-2096.795241,-2098.394748,-2098.451327,-44.07115796,-40.12482315,-42.14849972,-27.21182628,-36.74045836,416.217,-69.7368,-30.6486,-39.0883
107_cs,CONF_0030,-2096.796469,-2098.394994,-2098.45126,-43.74742812,-39.88226626,-41.81035029,-27.30643156,-36.54660811,417.696,-71.9941,-31.716,-40.2781
107_cs,CONF_0032,-2096.797649,-2098.396082,-2098.452313,-43.90445536,-39.87003896,-41.6782601,-27.31405609,-36.52876946,417.569,-72.7761,-32.2414,-40.5347
107_cs,CONF_0033,-2096.79895,-2098.398066,-2098.454333,-43.81039474,-39.96759015,-41.91165359,-27.26183935,-36.50711956,416.866,-71.1657,-31.3953,-39.7704
107_cs,CONF_0034,-2096.795206,-2098.39475,-2098.451233,-43.9370671,-40.06200727,-42.09073499,-27.20217954,-36.66441115,416.513,-69.4656,-30.5813,-38.8842
107_cs,CONF_0035,-2096.798181,-2098.396564,-2098.452765,-43.73064303,-39.84923829,-41.72670497,-27.28665088,-36.48204583,417.827,-72.815,-32.1669,-40.6482
107_cs,CONF_0044,-2096.79691,-2098.395759,-2098.452292,-44.02629173,-40.11586241,-42.08390209,-27.32711314,-36.73781595,417.72,-71.6656,-31.4742,-40.1914
107_cs,CONF_0045,-2096.796869,-2098.395733,-2098.452082,-43.93142772,-39.92933865,-41.77073095,-27.26473727,-36.45197161,417.589,-72.4538,-31.8721,-40.5817
107_cs,CONF_0052,-2096.795904,-2098.394887,-2098.451078,-43.87004268,-39.82436851,-41.66600317,-27.19171573,-36.48533921,417.274,-71.8662,-31.7934,-40.0728
107_cs,CONF_0054,-2096.797304,-2098.395959,-2098.451907,-43.81848035,-39.72998844,-41.52801249,-27.063578,-36.31858393,417.354,-72.4006,-31.9174,-40.4832
107_cs,CONF_0055,-2096.795786,-2098.394605,-2098.450933,-44.14288201,-40.04156371,-41.91137714,-27.21297367,-36.67165661,417.477,-71.6838,-31.5196,-40.1642
107_cs,CONF_0058,-2096.797991,-2098.39649,-2098.4529,-43.83248643,-39.92215567,-41.80441899,-27.34988212,-36.50746174,417.952,-72.8984,-31.9928,-40.9056
107_cs,CONF_0060,-2096.797291,-2098.39656,-2098.452572,-43.63930797,-39.68876082,-41.60301733,-27.03083455,-36.33313895,417.037,-70.503,-31.1299,-39.3731
107_cs,CONF_0063,-2096.795936,-2098.39485,-2098.451036,-43.83627482,-39.95627803,-41.8991893,-27.19182323,-36.49447232,417.465,-71.6375,-31.5126,-40.1249
107_cs,CONF_0066,-2096.796336,-2098.395717,-2098.451984,-43.87322151,-40.02384192,-42.02557617,-27.21778866,-36.63493092,417.323,-70.895,-31.2101,-39.685
107_cs,CONF_0067,-2096.796305,-2098.394497,-2098.450644,-43.77429892,-39.75519797,-41.52756514,-27.28127112,-36.362675,417.974,-73.3423,-32.3755,-40.9668
107_cs,CONF_0068,-2096.796822,-2098.395677,-2098.452029,-43.91241692,-39.90308846,-41.74395351,-27.22819347,-36.42529158,417.395,-72.4598,-31.8766,-40.5832
107_cs,CONF_0075,-2096.795304,-2098.393725,-2098.449809,-43.82717777,-39.79501208,-41.59172335,-27.19360483,-36.34987259,417.697,-73.4882,-32.2485,-41.2397
107_cs,CONF_0096,-2096.79627,-2098.394881,-2098.451167,-43.99412896,-39.9467433,-41.77893296,-27.23382261,-36.49543074,418.227,-73.4317,-32.0477,-41.3841
107_cs,CONF_0100,-2096.795957,-2098.394297,-2098.450593,-44.02889355,-39.96597434,-41.77955807,-27.28639901,-36.56459279,418.061,-73.235,-32.2623,-40.9727
107_cs,CONF_0103,-2096.795996,-2098.394705,-2098.45081,-43.81240401,-39.81558477,-41.66595538,-27.19455508,-36.40995542,417.336,-72.5144,-31.746,-40.7685
107_cs,CONF_0113,-2096.794813,-2098.393992,-2098.450082,-43.40236111,-39.62889973,-41.57590319,-27.18596288,-36.34482662,417.453,-71.4402,-31.4434,-39.9968
107_cs,CONF_0144,-2096.797983,-2098.396489,-2098.452899,-43.8386101,-39.9239518,-41.80629289,-27.34514343,-36.50865612,417.946,-72.904,-31.9924,-40.9117
107_cs,CONF_0145,-2096.794675,-2098.393158,-2098.449228,-43.96895691,-39.85624138,-41.65627239,-27.1603569,-36.46208281,417.838,-72.8233,-32.0368,-40.7865
107_cs,CONF_0167,-2096.796191,-2098.394934,-2098.45107,-43.77300977,-39.77098471,-41.62445468,-27.17364264,-36.3797156,417.526,-72.2485,-31.4415,-40.807
107_cs,CONF_0170,-2096.796942,-2098.395816,-2098.45194,-43.86208083,-39.82585257,-41.7132275,-27.08992826,-36.44892213,417.509,-72.0171,-31.4481,-40.569
107_cs,CONF_0197,-2096.795353,-2098.393815,-2098.449464,-43.62181029,-39.47373899,-41.18174338,-26.93699061,-36.03785607,418.032,-73.7789,-32.1389,-41.64
107_cs,CONF_0206,-2096.795767,-2098.394588,-2098.450912,-44.14281218,-40.04510764,-41.91600678,-27.21965953,-36.67694346,417.56,-71.6664,-31.5133,-40.153
107_cs,CONF_0224,-2096.793503,-2098.391965,-2098.447691,-43.65183362,-39.52777895,-41.261847,-26.96488206,-36.09760859,417.645,-74.0621,-32.3391,-41.723
107_cs,CONF_0378,-2096.793879,-2098.392792,-2098.448794,-43.94643453,-39.81264217,-41.59066407,-27.13410801,-36.41017862,417.671,-72.9856,-32.0871,-40.8985
107_cs,CONF_0394,-2096.797283,-2098.396561,-2098.452574,-43.63238422,-39.68518049,-41.59855841,-27.03696491,-36.33129663,416.917,-70.5142,-31.1341,-39.3801
108_cs,CONF_0003,-2096.797616,-2098.397267,-2098.453901,-44.30707758,-40.37234493,-42.43063687,-27.32656691,-36.96597778,417.103,-69.5529,-30.5525,-39.0005
108_cs,CONF_0004,-2096.797841,-2098.396926,-2098.453385,-44.05460124,-40.06624336,-42.00259365,-27.28264585,-36.71812549,417.327,-70.7469,-31.2258,-39.5211
108_cs,CONF_0007,-2096.798298,-2098.397334,-2098.453745,-44.07517135,-40.00715006,-41.91491389,-27.16053817,-36.59266119,416.823,-70.6563,-31.1375,-39.5189
108_cs,CONF_0009,-2096.798343,-2098.39744,-2098.454074,-44.00776521,-40.162687,-42.17677053,-27.33821847,-36.72693833,417.406,-71.141,-31.1323,-40.0087
108_cs,CONF_0010,-2096.79896,-2098.398078,-2098.454352,-43.87620161,-40.0108329,-41.96342449,-27.24101119,-36.53748133,416.948,-71.1695,-31.3782,-39.7913
108_cs,CONF_0015,-2096.796259,-2098.395396,-2098.451732,-43.90366646,-39.98128534,-41.88491327,-27.27442104,-36.5313343,417.201,-71.1625,-31.2711,-39.8915
108_cs,CONF_0020,-2096.796269,-2098.395397,-2098.451733,-43.88034861,-39.96648486,-41.87104811,-27.2686386,-36.5155002,417.236,-71.1601,-31.2719,-39.8882
108_cs,CONF_0024,-2096.797102,-2098.396121,-2098.452475,-44.17216857,-40.13219462,-42.0090162,-27.32154804,-36.68535069,417.379,-71.39,-31.6313,-39.7588
108_cs,CONF_0026,-2096.797637,-2098.396653,-2098.452845,-43.97243641,-39.93448372,-41.76659188,-27.23201891,-36.4805445,416.998,-71.8961,-31.7813,-40.1148
108_cs,CONF_0027,-2096.795182,-2098.394697,-2098.451264,-44.05044095,-40.10984805,-42.12868992,-27.21000157,-36.71851647,416.609,-69.6985,-30.6471,-39.0514
108_cs,CONF_0030,-2096.796504,-2098.395044,-2098.451314,-43.7147148,-39.85590624,-41.78384035,-27.29770394,-36.52378012,417.814,-72.0185,-31.7201,-40.2984
108_cs,CONF_0032,-2096.797642,-2098.396074,-2098.45231,-43.98969194,-39.92693974,-41.73876904,-27.29307111,-36.56796291,417.453,-72.778,-32.2403,-40.5377
108_cs,CONF_0033,-2096.798964,-2098.398094,-2098.454354,-43.88712529,-40.01408583,-41.96468907,-27.2376667,-36.54510469,416.614,-71.1692,-31.3886,-39.7806
108_cs,CONF_0034,-2096.795195,-2098.394705,-2098.451277,-44.04971464,-40.10889677,-42.13142044,-27.20260748,-36.7201078,416.684,-69.7198,-30.653,-39.0668
108_cs,CONF_0035,-2096.798187,-2098.396584,-2098.452793,-43.73009978,-39.83799277,-41.71043636,-27.27474353,-36.46819735,417.956,-72.8103,-32.1615,-40.6488
108_cs,CONF_0044,-2096.796781,-2098.395623,-2098.452157,-44.01364591,-40.11380383,-42.08110701,-27.34067274,-36.73308875,417.246,-71.6738,-31.4802,-40.1936
108_cs,CONF_0045,-2096.796905,-2098.39577,-2098.452125,-43.94169824,-39.92856486,-41.76968786,-27.25271261,-36.45643407,417.647,-72.5101,-31.8815,-40.6286
108_cs,CONF_0052,-2096.795816,-2098.394787,-2098.45098,-43.88304978,-39.83382766,-41.67305852,-27.1979717,-36.48975492,416.631,-71.8646,-31.7927,-40.0719
108_cs,CONF_0054,-2096.797403,-2098.396051,-2098.452007,-43.81424745,-39.72180064,-41.51738981,-27.05012229,-36.3050337,417.699,-72.4422,-31.9333,-40.509
108_cs,CONF_0055,-2096.795855,-2098.394678,-2098.451004,-44.16891804,-40.06244032,-41.93148069,-27.22310769,-36.69004969,417.678,-71.67,-31.5138,-40.1562
108_cs,CONF_0058,-2096.798034,-2098.396552,-2098.452967,-43.81340775,-39.90521855,-41.78832339,-27.33761585,-36.49230534,418.19,-72.9104,-31.9896,-40.9208
108_cs,CONF_0060,-2096.79737,-2098.396643,-2098.452654,-43.62198939,-39.67417321,-41.58922435,-27.02097437,-36.31881472,417.151,-70.498,-31.1244,-39.3736
108_cs,CONF_0063,-2096.795924,-2098.394852,-2098.451039,-43.85661585,-39.9737531,-41.91879148,-27.20366717,-36.51524156,417.395,-71.6267,-31.5016,-40.1251
108_cs,CONF_0066,-2096.796336,-2098.395726,-2098.451987,-43.89029352,-40.03832302,-42.04277722,-27.22272267,-36.64964946,417.069,-70.8765,-31.2023,-39.6742
108_cs,CONF_0067,-2096.796284,-2098.394485,-2098.450612,-43.73264478,-39.71369325,-41.48258072,-27.2493067,-36.32037298,418.025,-73.3115,-32.3585,-40.9531
108_cs,CONF_0068,-2096.796894,-2098.395754,-2098.452109,-43.93595956,-39.92422545,-41.76377593,-27.25074146,-36.44792984,417.554,-72.493,-31.8784,-40.6145
108_cs,CONF_0075,-2096.795335,-2098.393756,-2098.449841,-43.81003295,-39.77783945,-41.57087206,-27.18637801,-36.33217792,417.937,-73.5043,-32.2508,-41.2536
108_cs,CONF_0096,-2096.796241,-2098.394864,-2098.451154,-44.00248784,-39.96732643,-41.80173504,-27.267222,-36.51260788,418.275,-73.4827,-32.0645,-41.4182
108_cs,CONF_0100,-2096.795841,-2098.394174,-2098.450456,-44.03562371,-39.96735496,-41.77883981,-27.28586176,-36.57078702,417.661,-73.2064,-32.2658,-40.9406
108_cs,CONF_0103,-2096.796049,-2098.394741,-2098.450851,-43.81697566,-39.81566091,-41.66241717,-27.19020126,-36.40566333,417.626,-72.5509,-31.763,-40.788
108_cs,CONF_0113,-2096.794725,-2098.393893,-2098.449983,-43.49042764,-39.70579919,-41.66661122,-27.206892,-36.42460756,417.084,-71.4197,-31.446,-39.9737
108_cs,CONF_0145,-2096.798019,-2098.396539,-2098.452952,-43.8167402,-39.90292703,-41.78605207,-27.32624181,-36.49080158,418.206,-72.9,-31.9894,-40.9107
108_cs,CONF_0146,-2096.794692,-2098.393158,-2098.44922,-43.83936836,-39.75547771,-41.54486899,-27.15925921,-36.37386133,417.836,-72.9044,-32.0699,-40.8345
108_cs,CONF_0168,-2096.79625,-2098.394998,-2098.451132,-43.83398924,-39.80582369,-41.65459539,-27.16288717,-36.39569736,417.777,-72.2486,-31.4503,-40.7983
108_cs,CONF_0171,-2096.79702,-2098.395899,-2098.452016,-43.8687701,-39.83510491,-41.72379504,-27.09998288,-36.45993335,417.774,-72.0117,-31.4513,-40.5604
108_cs,CONF_0197,-2096.795392,-2098.393868,-2098.449537,-43.62012854,-39.47512345,-41.18588689,-26.93278749,-36.03293106,418.17,-73.7209,-32.1157,-41.6053
108_cs,CONF_0207,-2096.795832,-2098.394668,-2098.450993,-44.16472276,-40.05883315,-41.92691929,-27.22307176,-36.68459681,417.678,-71.6631,-31.5095,-40.1536
108_cs,CONF_0225,-2096.793542,-2098.391986,-2098.447716,-43.66397034,-39.54513863,-41.27975513,-26.9851306,-36.11328609,417.872,-74.099,-32.3524,-41.7467
108_cs,CONF_0383,-2096.793834,-2098.392746,-2098.448762,-43.94750121,-39.81209711,-41.59103892,-27.12420574,-36.40500709,417.343,-72.9888,-32.085,-40.9039
108_cs,CONF_0398,-2096.79733,-2098.396603,-2098.452611,-43.61503458,-39.66829553,-41.58461566,-27.01758274,-36.31720283,417.218,-70.5002,-31.1257,-39.3744
109_cs,CONF_0003,-2630.027882,-2632.173191,-2632.230087,-48.81639983,-44.55861802,-47.48714978,-29.37559579,-42.15981469,465.902,-94.6642,-42.1113,-52.5529
109_cs,CONF_0007,-2630.032173,-2632.177421,-2632.233875,-48.64102243,-44.45454514,-47.40208818,-29.20600804,-42.02064965,464.994,-94.7819,-42.4197,-52.3622
109_cs,CONF_0013,-2630.030485,-2632.175863,-2632.232254,-48.50759415,-44.33674143,-47.28187479,-29.15160944,-41.92926715,465.172,-93.9945,-42.0828,-51.9117
109_cs,CONF_0019,-2630.030935,-2632.175464,-2632.232052,-48.53826735,-44.3572741,-47.2834823,-29.23220331,-41.94141714,465.997,-94.8749,-42.3006,-52.5743
109_cs,CONF_0022,-2630.026975,-2632.172551,-2632.229103,-48.76454889,-44.53393446,-47.52421424,-29.17161691,-42.15302556,465.23,-93.8784,-41.8463,-52.0321
109_cs,CONF_0061,-2630.029573,-2632.174118,-2632.230794,-48.34976333,-44.17766882,-46.88326635,-29.51295745,-41.59802824,465.229,-95.0037,-42.7096,-52.2941
109_cs,CONF_0073,-2630.026948,-2632.171951,-2632.229098,-49.1582655,-44.80977707,-47.6905589,-29.53107399,-42.36610043,465.696,-95.179,-42.6871,-52.4919
109_cs,CONF_0075,-2630.028818,-2632.173403,-2632.230311,-48.56444798,-44.36634228,-47.11614653,-29.60543957,-41.8231431,465.102,-94.8478,-42.5271,-52.3208
109_cs,CONF_0089,-2630.027071,-2632.172748,-2632.229003,-48.48204593,-44.25497942,-47.16550681,-29.01982383,-41.78983408,465.191,-93.2706,-41.7458,-51.5248
109_cs,CONF_0239,-2630.028374,-2632.172285,-2632.22937,-48.4208711,-44.30842354,-47.06361829,-29.74117884,-41.81153253,465.901,-95.5445,-42.7058,-52.8387
109_cs,CONF_0505,-2630.030935,-2632.17546,-2632.232051,-48.53296254,-44.34863027,-47.27195615,-29.22542163,-41.93116281,465.981,-94.8741,-42.3007,-52.5734
110_cs,CONF_0003,-2630.027804,-2632.173098,-2632.229904,-48.6689556,-44.51980566,-47.495986,-29.38140971,-42.14172557,465.872,-94.6864,-42.1173,-52.5691
110_cs,CONF_0007,-2630.032138,-2632.17738,-2632.233825,-48.66232878,-44.47203879,-47.4254733,-29.20683576,-42.04072117,465.184,-94.7693,-42.4139,-52.3553
110_cs,CONF_0009,-2630.027834,-2632.173123,-2632.229945,-48.67474933,-44.52873004,-47.51803443,-29.36683532,-42.15224624,465.909,-94.6767,-42.1157,-52.561
110_cs,CONF_0015,-2630.030616,-2632.176009,-2632.232415,-48.51442232,-44.32658521,-47.26335524,-29.12994767,-41.90860444,465.626,-94.0089,-42.0894,-51.9195
110_cs,CONF_0021,-2630.030976,-2632.175499,-2632.232084,-48.61280402,-44.41316125,-47.34771888,-29.22166553,-41.98985665,466.225,-94.8905,-42.3054,-52.5851
110_cs,CONF_0024,-2630.027063,-2632.172648,-2632.2292,-48.78508249,-44.54593798,-47.53286249,-29.17164956,-42.15941286,465.562,-93.9237,-41.8593,-52.0645
110_cs,CONF_0062,-2630.029596,-2632.174169,-2632.230837,-48.32567545,-44.16150476,-46.87072062,-29.50198347,-41.58362587,465.287,-95.0097,-42.7138,-52.296
110_cs,CONF_0076,-2630.026926,-2632.171932,-2632.229104,-49.19043656,-44.84815463,-47.73621132,-29.56187774,-42.40852035,465.591,-95.1968,-42.7013,-52.4956
110_cs,CONF_0078,-2630.028879,-2632.173457,-2632.230357,-48.58078311,-44.3754356,-47.11911901,-29.61367654,-41.82866522,465.336,-94.8577,-42.5346,-52.3231
110_cs,CONF_0095,-2630.027087,-2632.172773,-2632.229041,-48.61871863,-44.36317154,-47.28563617,-29.04032865,-41.88613982,465.443,-93.2714,-41.7422,-51.5292
110_cs,CONF_0210,-2630.028389,-2632.172315,-2632.22944,-48.5362442,-44.38704378,-47.14446306,-29.73023784,-41.87187523,466.03,-95.5505,-42.7097,-52.8408
110_cs,CONF_0578,-2630.030971,-2632.175489,-2632.231968,-48.49576864,-44.33317032,-47.27305822,-29.19599151,-41.92779643,466.204,-94.9077,-42.3099,-52.5978
111_cs,CONF_0004,-2075.906056,-2077.491324,-2077.550257,-42.80851024,-39.48936025,-41.12858789,-27.64140752,-36.11437355,417.492,-74.4767,-31.3434,-43.1333
111_cs,CONF_0007,-2075.907354,-2077.492777,-2077.551328,-42.4487683,-39.16428839,-40.86892365,-27.37458205,-35.90416769,417.403,-74.2599,-31.1444,-43.1155
111_cs,CONF_0008,-2075.90607,-2077.491339,-2077.550279,-42.82015807,-39.5033313,-41.14671201,-27.65965287,-36.13398133,417.55,-74.4938,-31.3498,-43.144
111_cs,CONF_0016,-2075.905474,-2077.490744,-2077.549541,-42.45633412,-39.2382391,-40.96244089,-27.50186185,-35.94312205,417.918,-74.7464,-31.5245,-43.2218
111_cs,CONF_0026,-2075.903962,-2077.489331,-2077.54761,-42.54312299,-39.0570358,-40.68646049,-27.15017794,-35.75634368,417.938,-75.1038,-31.6425,-43.4613
111_cs,CONF_0030,-2075.907982,-2077.492562,-2077.549808,-42.10083715,-38.47655237,-40.52530066,-26.06211452,-35.2234471,418.308,-74.2536,-31.0115,-43.2421
